HP:0004015	橈骨骨幹端の異常
HP:0003403	筋電図: 反復性刺激への複合筋活動電位 (CMAP) の反応漸減
HP:0004734	腎皮質微小嚢胞
HP:0004736	交叉癒合性異所性腎
HP:0003405	びまん性軸索腫脹
HP:0003406	末梢神経神経圧迫
HP:0004737	全般性糸球体硬化症
HP:0003409	全感覚の遠位感覚障害
HP:0004742	腎集合管異常
HP:0003411	不規則な近位大腿骨骨幹端
HP:0004743	慢性尿細管間質性腎炎
HP:0003413	環軸椎異常
HP:0003414	環軸椎脱臼
HP:0004746	デンスデポジット糸球体腎炎, 密沈積症
HP:0003416	脊椎管狭窄
HP:0003417	冠状脊椎裂
HP:0003418	背部痛
HP:0004749	心房粗動
HP:0003419	下背部痛
HP:0004712	腎回転異常
HP:0004713	可逆性腎不全
HP:0004717	腎の軸性回転異常
HP:0004719	高輝度(エコー)腎
HP:0004722	糸球体基底膜肥厚
HP:0004724	カルシウム腎結石
HP:0004727	腎濃縮能障害
HP:0004729	急性尿細管間質性腎炎
HP:0008291	下垂体副腎皮質刺激ホルモン分泌細胞腺腫
HP:0008290	部分的補体 factor H欠乏症
HP:0008293	長鎖ジカルボン酸尿
HP:0008297	一過性高フェニールアラニン血症
HP:0004704	短い第5中足骨
HP:0010597	遠位橈骨骨端の異常
HP:0010598	近位上腕骨骨端の異常
HP:0010599	遠位上腕骨骨端の異常
HP:0010593	腓骨骨端の異常
HP:0010594	近位腓骨骨端の異常
HP:0010595	遠位腓骨骨端の異常
HP:0010596	近位橈骨骨端の異常
HP:0010590	遠位大腿骨骨端の異常
HP:0010591	近位脛骨骨端の異常
HP:0010592	遠位脛骨骨端の異常
HP:0008273	一過性アミノ酸尿
HP:0008271	軟骨コラーゲン異常
HP:0008272	腎尿細管リジン輸送障害
HP:0008277	亜鉛ホメオスターシスの異常
HP:0008278	小脳皮質萎縮
HP:0008275	錐体仲介性網膜電図
HP:0008279	一過性高脂血症
HP:0008281	急性高アンモニア血症
HP:0008285	一過性低リン血漿
HP:0008282	不抱合型高ビリルビン血症
HP:0008283	空腹時高インスリン血症
HP:0008288	非ケトン性高血糖
HP:0010579	円錐骨端
HP:0010575	大腿骨頭異形成
HP:0010576	頭蓋内嚢胞病変
HP:0010577	骨端欠損
HP:0010578	ブラケット骨端
HP:0010571	フィタン酸値上昇
HP:0010574	大腿骨頭骨端の異常
HP:0010570	母体血清αフェトプロテイン低値
HP:0009582	弾丸型第2指基節骨
HP:0008251	先天性甲状腺腫
HP:0009583	湾曲した第2指基節骨
HP:0009580	第2指基節骨無形成/低形成
HP:0009581	幅広い第2指基節骨
HP:0008250	乳児高カルシウム血症
HP:0009586	第2指基節骨の指趾関節癒合症
HP:0008255	一過性新生児糖尿病
HP:0008256	副腎皮質腺腫
HP:0009587	三角形の第2指基節骨
HP:0009584	第2指基節骨の骨融解病変
HP:0009585	斑状硬化症 (第2指基節骨)
HP:0008259	副腎皮質刺激ホルモン(ACTH) 受容体 (ACTHR) 障害
HP:0009588	前庭シュワン細胞腫
HP:0008258	先天性副腎過形成
HP:0009589	両側性前庭シュワン細胞腫
HP:0010587	三角形の骨端
HP:0010588	早発性骨端骨幹端癒合
HP:0010582	不規則な骨端
HP:0010583	象牙骨端
HP:0010584	偽骨端
HP:0010585	小さい骨端
HP:0009590	片側性前庭シュワン細胞腫
HP:0010580	拡大した骨端
HP:0009593	末梢神経シュワン細胞腫
HP:0008263	ヨード酸化および有機化での甲状腺障害
HP:0009594	網膜過誤腫
HP:0009591	前庭蝸牛神経の異常
HP:0008261	膵頭部細胞腺腫
HP:0009592	星状細胞腫
HP:0009597	短い第2指基節骨
HP:0009598	第2指基節骨と第2中手骨の指関節癒合症
HP:0009595	時たまの神経線維腫
HP:0008264	好中球封入体
HP:0008265	ミトコンドリアリジン輸送障害
HP:0009596	第2指基節骨無形成
HP:0009599	母指骨端の異常
HP:0008269	ずれ応力による赤血球溶血の増加
HP:0008239	副腎髄質低形成
HP:0010557	指の重なり
HP:0011889	軽微な外傷または外傷なしでの出血
HP:0011888	赤血球輸血を必要とする出血
HP:0010558	斜台の異常
HP:0010559	縦の斜台
HP:0011885	眼出血
HP:0010553	注視クリーゼ
HP:0011884	異常な臍帯断端出血
HP:0010554	皮膚性合指症
HP:0011887	脈絡膜出血
HP:0011886	前房出血
HP:0011881	血小板糖タンパク VI の減少
HP:0010550	不全麻痺
HP:0011880	急性播種性血管内凝固
HP:0011883	血小板顆粒の異常
HP:0010551	不全麻痺/不全対麻痺
HP:0011882	血小板P2Y12 受容体の減少
HP:0009560	湾曲した第2指末節骨 
HP:0008230	男性でのテストステロン減少
HP:0009561	第2指末節骨の骨融解病変
HP:0008233	血清プロゲステロン減少
HP:0009564	三角形の第2指末節骨
HP:0009565	第2指末節骨無形成
HP:0009562	斑状硬化症 (第2指末節骨)
HP:0008231	巨大結節性副腎過形成
HP:0008232	卵胞刺激ホルモン上昇
HP:0009563	第2指末節骨/中節骨指趾関節癒合症
HP:0009568	第2指の中節骨末節骨無形成/低形成
HP:0008237	視床下部甲状腺機能低下症
HP:0009569	幅広い第2指の中節骨
HP:0009566	短い第2指末節骨
HP:0008236	同性早発遅発
HP:0010568	眼過誤腫
HP:0010569	7-dehydrocholesterol 上昇
HP:0011899	高フィブリノーゲン血症
HP:0010564	二分喉頭蓋
HP:0011896	結膜下出血
HP:0011895	赤血球寿命減少による貧血
HP:0010565	喉頭蓋無形成/低形成
HP:0010566	過誤腫
HP:0011898	循環性フィブリノーゲンの異常
HP:0010567	Y字型中足骨
HP:0011897	好中球増多症
HP:0010560	波打つ鎖骨
HP:0011892	ビタミンK欠乏症
HP:0010561	波打つ肋骨
HP:0011891	産後出血
HP:0010562	ケロイド
HP:0011894	トロンボキサン A2 拮抗薬誘発性血小板凝集障害
HP:0011893	白血球数の異常
HP:0011890	処置に続く遷延性出
HP:0008240	二次性成長ホルモン欠乏症
HP:0009571	湾曲した第2指の中節骨
HP:0009572	第2指の中節骨の骨融解病変
HP:0009570	弾丸型第2指の中節骨
HP:0008244	先天性副腎低形成
HP:0009575	三角形の第2指の中節骨
HP:0009576	第2指中節骨欠損
HP:0008245	下垂体甲状腺機能低下症
HP:0008242	偽性低アルドステロン症
HP:0009573	斑状硬化症 (第2指中節骨)
HP:0009574	第2指中節骨の指関節癒合症
HP:0009579	第2指基節骨/中節骨癒合症
HP:0008249	甲状腺過形成
HP:0009577	短い第2指の中節骨
HP:0008247	甲状腺機能正常性高サイロキシン血症
HP:0010539	薄い頭蓋冠
HP:0009548	弾丸型第2指指骨
HP:0009549	湾曲した第2指指骨
HP:0010535	睡眠時無呼吸
HP:0011867	腸骨翼の異常
HP:0010536	中枢性睡眠時無呼吸
HP:0010537	幅広い頭蓋骨縫合
HP:0011869	血小板機能の異常
HP:0010538	小さいトルコ鞍
HP:0011868	坐骨神経痛
HP:0010531	脊椎ミオクローヌス
HP:0011863	胸骨骨化異常
HP:0010532	発作性眩暈
HP:0011862	骨コラーゲン線維形態異常
HP:0010533	うなずきけいれん
HP:0010534	一過性全般的記憶喪失
HP:0011864	血漿ピロリン酸上昇
HP:0011861	両側性三分葉肺
HP:0010530	口蓋ミオクローヌス
HP:0011860	まだらの骨幹端
HP:0009542	第2指末節骨の異常
HP:0008211	副甲状腺無発生
HP:0009543	第2指中節骨の異常
HP:0009540	第2指近位指間(PIP)関節拘縮
HP:0009541	第2指指骨の異常
HP:0009546	三角形の第2指指骨
HP:0009547	幅広い第2指指骨
HP:0008216	副腎異発生
HP:0009544	第2指基節骨の異常
HP:0008213	ゴナドトロピン欠乏症
HP:0008214	血清エストラジオール減少
HP:0009545	第2指の指関節癒合症
HP:0009559	弾丸型第2指末節骨 
HP:0008229	甲状腺リンパ管拡張
HP:0011878	血小板膜タンパク発現の異常
HP:0010546	筋細動
HP:0010547	筋弛緩
HP:0011877	平均血小板容量増加
HP:0010548	叩打性ミオトニア
HP:0010549	主要運動路病変による麻痺
HP:0011879	血小板糖タンパク Ib-IX-V の減少
HP:0010542	前庭性眼振
HP:0011874	ヘパリン誘発性血小板減少
HP:0010543	眼球クローヌス
HP:0011873	血小板数の異常
HP:0010544	垂直眼振
HP:0011876	血小板量の異常
HP:0011875	血小板形態の異常
HP:0010545	下方眼振
HP:0011870	アラキドン酸誘発性血小板凝集障害
HP:0011872	トロンビン誘発性血小板凝集障害
HP:0010540	頭蓋副鼻腔含気促進
HP:0011871	リストセチン誘発性血小板凝集障害
HP:0010541	脳回状頭皮
HP:0009550	第2指指骨の骨融解病変
HP:0008222	女性不妊
HP:0009553	毛髪線の異常
HP:0008223	代償性甲状腺機能低下症
HP:0009554	頭髪の外側頬部への突出
HP:0009551	斑状硬化症 (第2指指骨)
HP:0008221	副腎過形成
HP:0009552	第2指指骨低形成/無形成
HP:0009557	第2指末節骨無形成/低形成
HP:0008226	アンドロゲン不全
HP:0009558	幅広い第2指末節骨
HP:0008227	甲状腺ホルモンへの下垂体抵抗性
HP:0009555	咽頭低形成
HP:0008225	甲状腺濾胞状過形成
HP:0009556	脛骨欠損
HP:0010517	異所性胸腺組織
HP:0009528	第2指基節骨骨端の断片化
HP:0011849	骨の骨化異常
HP:0009529	不規則な第2指基節骨骨端
HP:0011848	腹部疝痛
HP:0010518	甲状舌管嚢胞
HP:0010519	胎動増加
HP:0009526	第2指基節骨骨端の円錐骨端
HP:0009527	第2指基節骨の拡大した骨端
HP:0010513	下垂体石灰化
HP:0011845	短い第2中足骨
HP:0010514	下垂体機能亢進症
HP:0011844	附属肢骨格形態異常
HP:0010515	胸腺無形成/低形成
HP:0011847	骨の巨細胞腫瘍
HP:0011846	骨芽腫
HP:0010516	胸腺過形成
HP:0011841	心室粗動
HP:0011840	T 細胞生理の異常
HP:0010510	趾関節過動
HP:0010511	長い趾
HP:0011843	骨格生理学の異常
HP:0010512	副腎石灰化
HP:0011842	骨格形態の異常
HP:0009520	第2指中節骨偽骨端
HP:0009521	小さい第2指中節骨骨端
HP:0009524	第2指基節骨骨端欠損
HP:0009525	第2指基節骨骨端ブラケット
HP:0009522	第2指中節骨骨端の点状石灰化
HP:0009523	第2指中節骨の三角形骨端
HP:0008208	副甲状腺過形成
HP:0009539	第2指中手骨指骨(MP)関節拘縮
HP:0010528	相貌失認
HP:0010529	反響言語
HP:0011859	点状角膜炎
HP:0008209	早発性卵巣不全
HP:0009537	第2指屈曲拘縮
HP:0009538	第2指遠位指間(DIP)関節拘縮
HP:0008207	原発性副腎不全
HP:0011856	異食症
HP:0010524	認知不能
HP:0010525	指失認
HP:0011855	咽頭浮腫
HP:0011858	第 IX 因子活性の減少
HP:0010526	書字障害
HP:0010527	立体感覚失認症
HP:0011857	形質細胞腫
HP:0011852	乳糜心膜症
HP:0011851	心膜血腫
HP:0010521	歩行失行
HP:0010522	失読症.
HP:0011854	腹腔内出血
HP:0010523	失読症
HP:0011853	漿液性心外膜滲出液
HP:0011850	耳下腺炎
HP:0009531	第2指基節骨偽骨端
HP:0008200	原発性副甲状腺機能亢進症
HP:0009532	小さい第2指基節骨骨端
HP:0009530	第2指基節骨象牙骨端
HP:0008204	Sertoli 細胞腫瘍を伴う思春期早発
HP:0009535	第2指無形成
HP:0008205	インスリン依存性だがケトン症抵抗性糖尿病
HP:0009536	短い第2指
HP:0009533	第2指基節骨骨端の点状石灰化
HP:0008202	プロラクチン欠乏症
HP:0009534	第2指基節骨の三角形骨端
HP:0009506	第2指末節骨骨端の断片化
HP:0011827	人中隆起列不正
HP:0011826	正中縫線のある人中
HP:0009507	不規則な第2指末節骨骨端
HP:0009504	第2指末節骨骨端の円錐骨端
HP:0011829	狭い人中
HP:0009505	第2指末節骨の拡大した骨端
HP:0011828	正中人中洞
HP:0011823	水平のヒダを伴う下顎
HP:0011822	幅広い下顎
HP:0011825	テント状人中
HP:0009508	第2指末節骨象牙骨端
HP:0009509	第2指末節骨偽骨端
HP:0011824	H字型ヒダを伴う下顎
HP:0011821	顔面骨格異常
HP:0011820	膜性後鼻孔閉鎖
HP:0009502	第2指末節骨骨端欠損
HP:0011819	粘膜下軟口蓋裂
HP:0009503	第2指末節骨骨端ブラケット
HP:0009500	第2指中節骨骨端の異常
HP:0009501	第2指基節骨骨端の異常
HP:0011838	強指症
HP:0009517	第2指中節骨骨端の断片化
HP:0010506	異常な測定皮膚紋理
HP:0010507	足非対称
HP:0011837	部分的 IgA欠乏症
HP:0009518	不規則な第2指中節骨骨端
HP:0009515	第2指中節骨骨端の円錐骨端
HP:0010508	外転中足骨
HP:0009516	第2指中節骨の拡大した骨端
HP:0011839	T 細胞数の異常
HP:0010509	足根骨無形成
HP:0010502	腓骨湾曲
HP:0011834	もやもや現象
HP:0011833	垂れ下がった鼻尖
HP:0010503	腓骨重複
HP:0010504	脛骨長の増加
HP:0011836	距骨骨化遅延
HP:0009519	第2指中節骨象牙骨端
HP:0010505	足関節運動制限
HP:0011835	舟状骨欠損
HP:0011830	口腔粘膜異常
HP:0010500	膝過伸展
HP:0011832	狭い鼻尖
HP:0011831	鼻尖偏位
HP:0010501	膝運動制限
HP:0009510	小さい第2指末節骨骨端
HP:0009513	第2指中節骨骨端欠損
HP:0009514	第2指中節骨骨端ブラケット
HP:0009511	第2指末節骨骨端の点状石灰化
HP:0009512	第2指末節骨の三角形骨端
HP:0011805	筋形態の異常
HP:0011804	筋生理の異常
HP:0002099	喘息
HP:0002098	呼吸窮迫
HP:0011807	1型筋線維萎縮
HP:0002097	肺気腫
HP:0011801	耳下腺拡大
HP:0011800	顔面中部後退
HP:0011803	二分した鼻
HP:0002094	呼吸困難
HP:0002093	呼吸不全
HP:0011802	舌過誤腫
HP:0002092	肺高血圧
HP:0002091	拘束性肺疾患
HP:0002090	肺炎
HP:0011816	頭頂脳瘤
HP:0011815	頭瘤
HP:0011818	鼻前頭脳瘤
HP:0011817	頭蓋底脳瘤
HP:0011812	無筆蹟感覚
HP:0011811	位置覚障害
HP:0011814	尿中ヒポキサンチン増加
HP:0011813	大脳リポフスチンの増加
HP:0011810	二点識別障害
HP:0011809	逆説的ミオトニア
HP:0011808	膝蓋腱反射減少
HP:0002078	体幹失調
HP:0002077	前兆を伴う偏頭痛
HP:0002076	偏頭痛
HP:0002075	拮抗運動反復不全
HP:0002074	神経び自己蛍光脂肪色素の増加
HP:0002073	進行性小脳失調
HP:0002072	舞踏病
HP:0002071	錐体外路運動機能の異常
HP:0002070	四肢失調
HP:0002079	脳梁低形成
HP:0002089	肺低形成
HP:0002088	肺の異常
HP:0002087	上気道の異常
HP:0002086	呼吸器の異常
HP:0002085	後頭脳瘤
HP:0002084	脳瘤
HP:0002083	前兆のない偏頭痛
HP:0002080	企図振戦
HP:0003388	易疲労性
HP:0002056	眉間の異常
HP:0002055	下口唇以下の曲線状小孔
HP:0002054	大きな眼窩上縁
HP:0002050	巨大精巣, 思春期後
HP:0003380	末梢有髄神経線維数の減少
HP:0003382	肥大性神経変化
HP:0003383	オニオンバルブ形成
HP:0003384	末梢神経軸索萎縮
HP:0002059	大脳萎縮
HP:0002058	ミオパチー顔貌
HP:0002057	目立つ眉間
HP:0003387	大きな末梢有髄神経線維数の減少
HP:0002067	運動緩徐
HP:0002066	歩行失調
HP:0002064	痙性歩行
HP:0002063	硬直
HP:0002062	錐体路の形態異常
HP:0002061	下肢痙性
HP:0002060	大脳の異常
HP:0003390	感覚性軸索ニューロパチー
HP:0003391	Gowers サイン
HP:0003392	第1背側骨間筋筋虚弱
HP:0003393	母指球筋萎縮
HP:0003394	筋けいれん
HP:0003396	脊髄空洞症
HP:0002069	全身性間代性強直性発作
HP:0003397	神経筋接合部障害による全身性筋緊張低下
HP:0002068	神経筋性嚥下障害
HP:0003398	神経筋接合部の異常
HP:0003366	大腿骨頸部および頭部領域の異常
HP:0002034	直腸の異常
HP:0002033	吸啜不全
HP:0003367	大腿骨頸部の異常
HP:0004699	中足骨骨粗鬆症
HP:0002032	食道閉鎖
HP:0003368	大腿骨頭の異常
HP:0002031	食道の異常
HP:0100943	母趾基節骨硬化症
HP:0100942	第5趾末節骨硬化症
HP:0100941	第4趾末節骨硬化症
HP:0100940	第3趾末節骨硬化症
HP:0100947	趾中節骨硬化症
HP:0004690	アキレス腱肥厚
HP:0100946	趾基節骨硬化症
HP:0004691	第2-3 合趾症
HP:0100945	第1中足骨硬化症
HP:0002039	食思不振
HP:0004692	第4-5 合趾症
HP:0100944	母趾末節骨硬化症
HP:0003361	トリプトファン尿
HP:0003362	循環性VLDリポタンパクコレステロール増加
HP:0002038	蛋白回避
HP:0003363	腹部内臓逆位
HP:0002037	大腸の炎症
HP:0004695	踵骨点状骨端
HP:0002036	裂孔ヘルニア
HP:0100948	趾末節骨硬化症
HP:0003365	股関節痛
HP:0004696	内反凹尖足
HP:0002035	直腸逸脱
HP:0002045	低体温
HP:0003378	軸索変性/再生
HP:0002044	Zollinger-Ellison 症候群
HP:0002043	食道胸抱く
HP:0002041	難治性下痢
HP:0002040	食道静脈瘤
HP:0100950	Long chain 3 hydroxyacyl coA dehydrogenase 欠乏症
HP:0100954	開放性弁蓋
HP:0100953	半球間裂溝拡大
HP:0100952	シルヴィウス槽拡大
HP:0100951	脚間窩拡大
HP:0100958	狭い閉鎖孔
HP:0100957	腎髄質異常
HP:0003370	平坦な大腿骨骨頭骨端
HP:0003371	近位大腿骨骨端の拡大
HP:0100955	下顎の巨細胞肉芽腫
HP:0002049	近位腎尿細管アシドーシス
HP:0002048	腎皮質萎縮
HP:0003375	狭い大仙坐骨切痕
HP:0002047	悪性高体温症
HP:0100959	濃い骨幹端バンド
HP:0003376	鶏歩
HP:0002046	熱不耐性
HP:0003344	3-メチルグルタル酸尿症
HP:0002012	腹部臓器の異常
HP:0004676	成人での目立つ眼窩上縁弓
HP:0002011	中枢神経の形態異常
HP:0003345	尿中ノルエピネフリン上昇
HP:0002010	狭い上顎
HP:0003347	PHによるリンパ球変態障害
HP:0003348	高アラニン血症
HP:0004679	大きな足根骨
HP:0003349	コレステロールエステル化率低下
HP:0100961	海馬拡大
HP:0100960	非対称性脳室
