OMIM:616033	小頭-低身長-ブドウ糖代謝異常
OMIM:608093	先天性グリコシル化異常症 Ij 型 (CDG1J)
OMIM:608096	てんかん, 家族性後頭葉, 2
OMIM:608097	異所性灰白質, 傍脳室, 常染色体劣性
OMIM:608098	脳室周囲異所性灰白質
OMIM:608099	筋ジストロフィー, 肢帯型, 常染色体劣性3
OMIM:608104	先天性グリコシル化異常症 Ih 型 (CDG1H)
OMIM:608105	
OMIM:608106	免疫不全-高 IgM, 5型
OMIM:608115	卵巣過剰刺激症候群
OMIM:608118	
OMIM:608133	色素性網膜炎7
OMIM:608149	Kagami-Ogata 症候群
OMIM:608154	リポジストロフィー, 先天性-精神遅滞-難聴-低身長-細い骨
OMIM:608156	Nablus 仮面様顔症候群
OMIM:608158	欠乏症
OMIM:608173	
OMIM:608174	
OMIM:608175	
OMIM:608176	
OMIM:608180	合多指症, 3/4 (第3指が主), 中手骨および中足骨癒合
OMIM:608184	免疫不全-高 IgM症, 4型
OMIM:608189	熱帯性石灰化性膵炎
OMIM:608194	錐体桿体ジストロフィー 9  (CORD9)
OMIM:608203	好中球免疫不全症候群
OMIM:608217	けいれん, 良性家族性新生児, 3
OMIM:608219	難聴, 常染色体劣性38
OMIM:608220	痙性対麻痺25, 常染色体劣性-椎間板ヘルニア(SPG25)
OMIM:608223	
OMIM:608224	難聴, 常染色体優性41
OMIM:608227	頭蓋顔面異常-白内障-先天性心疾患-仙骨部神経管異常-成長および発達遅滞
OMIM:608232	
OMIM:608233	Hermansky-Pudlak 症候群2
OMIM:608236	神経伝導速度遅延, 常染色体優性
OMIM:608244	
OMIM:608251	
OMIM:608257	下顎顔異骨症-眼瞼下垂, 常染色体優性
OMIM:608264	難聴, 常染色体劣性40
OMIM:608265	難聴, 常染色体劣性39
OMIM:608266	
OMIM:608278	成長不全-小頭-精神遅滞-白内障-大関節拘縮-骨粗鬆症-皮質異形成-小脳萎縮
OMIM:608279	頭蓋縫合早期癒合症-眼異常-母指奇形
OMIM:608281	Scimitar 奇形-多発性心奇形-頭蓋顔面および中枢神経系異常
OMIM:608290	Lelis 症候群
OMIM:608316	
OMIM:608318	
OMIM:608320	冠動脈疾患, 常染色体優性, 1 (ADCAD1)
OMIM:608323	Charcot-Marie-Tooth 病, 優性中間 C
OMIM:608328	Weill-Marchesani 症候群 2
OMIM:608340	Charcot-Marie-Tooth 病, 劣性中間型A
OMIM:608345	
OMIM:608354	毛細血管奇形-動静脈奇形 1
OMIM:608355	
OMIM:608358	ミオパチー, ミオシン蓄積性, 常染色体優性
OMIM:608361	脊椎骨端異形成 , Kimberley 型
OMIM:608363	22q11.2 重複症候群
OMIM:608367	近視17, 常染色体優性
OMIM:608371	口腔顔面裂4 (OFC4)
OMIM:608372	難聴, 常染色体優性非症候群性感音性 49 (DFNA49)
OMIM:608380	色素性網膜炎26
OMIM:608389	鰓耳症候群 3 (BOS3)
OMIM:608391	
OMIM:608392	
OMIM:608393	小頭症6, 原発性, 常染色体劣性
OMIM:608394	難聴, 常染色体優性43
OMIM:608404	血小板糖タンパク IV 欠損症
OMIM:608406	VATER-様奇形-肺高血圧-喉頭帯-成長障害
OMIM:608415	遷延性電気的網膜反応抑制
OMIM:608423	筋ジストロフィー, 肢帯型, 常染色体優性2
OMIM:608432	頭蓋縫合早期癒合症-基底核石灰化-顔貌異常
OMIM:608437	
OMIM:608443	精神遅滞, 非症候群性, 常染色体劣性 (MRT3)
OMIM:608445	
OMIM:608446	心筋梗塞への感受性
OMIM:608448	
OMIM:608456	
OMIM:608462	ヒルシュスプルング病への感受性8
OMIM:608470	角膜ジストロフィー, Bowman 層, I 型
OMIM:608471	角膜ジストロフィー, 格子型 IIIA
OMIM:608474	近視 5, 常染色体優性
OMIM:608484	先天性角膜混濁-点状角膜-異所性瞳孔
OMIM:608509	先天性全禿頭-XY 性腺異発生-喉頭軟化症
OMIM:608516	大うつ病性障害 (MDD)
OMIM:608518	口腔顔指症候群 VII 型
OMIM:608520	大うつ病性障害1
OMIM:608526	歯周炎, 侵襲性, 2
OMIM:608540	先天性グリコシル化異常症 Ik 型 (CDG1K)
OMIM:608542	動脈瘤, 頭頭蓋内漿果状, 2
OMIM:608543	統合失調症12
OMIM:608545	Larsen 様症候群 (LRSL)
OMIM:608553	Leber 先天性黒内障 9
OMIM:608556	
OMIM:608557	
OMIM:608562	多指症, 軸後性, A4 型 (PAPA4)
OMIM:608565	難聴, 常染色体劣性 35 (DFNB35)
OMIM:608569	心筋症, 拡張型-心室性頻脈
OMIM:608571	尺骨/腓骨線欠損と短指症
OMIM:608572	Burn-McKeown 症候群
OMIM:608583	心房細動, 家族性, 1
OMIM:608584	
OMIM:608585	上腕神経麻痺, 家族性先天性
OMIM:608586	円錐角膜 3 (KTCN3)
OMIM:608591	
OMIM:608594	リポジストロフィー, 先天性全身性, 1型
OMIM:608600	リポジストロフィー, 家族性, 1 型
OMIM:608611	Ribose 5-phosphate isomerase 欠損症
OMIM:608612	下顎肢端異形成-B型リポジストロフィー(MADB)
OMIM:608615	減歯症-大腸直腸癌症候群
OMIM:608624	顔面中部低形成-肥満-発達遅滞-新生児筋緊張低下
OMIM:608627	筋萎縮性側索硬化症8型 (ALS8)
OMIM:608629	Joubert 症候群 3 (JBTS3)
OMIM:608631	Asperger 症候群, 感受性, 2 (ASPG2)
OMIM:608634	ニューロン症, 遠位遺伝性運動, IIB型
OMIM:608636	15q11-q13 重複症候群
OMIM:608638	Asperger 症候群, 感受性, 1 (ASPG1)
OMIM:608641	難聴, 常染色体優性28
OMIM:608643	Aromatic L-amino acid decarboxylase 欠損症
OMIM:608644	繊毛ジスキネジア, 原発性, 3
OMIM:608645	難聴, 常染色体優性31
OMIM:608646	繊毛ジスキネジア, 原発性, 4
OMIM:608647	繊毛ジスキネジア, 原発性, 5
OMIM:608649	魚鱗癬未熟児症候群 (IPS)
OMIM:608652	難聴, 常染色体優性 47
OMIM:608653	難聴, 常染色体劣性 32, +/- 不動精子
OMIM:608654	ニューロパチー, 遺伝性および自律神経 V型 (HSAN5) (HSAN V)
OMIM:608656	
OMIM:608658	
OMIM:608670	Robin シークェンス-特異顔貌-短指症
OMIM:608673	Charcot-Marie-Tooth 病, 軸索型 2L (CMT2A)
OMIM:608681	脊椎肋骨異骨症, 常染色体劣性, 2 (SCDO2)
OMIM:608687	脊髄小脳失調 20 (SCA20)
OMIM:608688	AICAR トランスフォルミラーゼ/IMP サイクロハイドラーゼ欠損症
OMIM:608691	大うつ病 2 (MDD2)
OMIM:608695	緑内障, 原発性開放隅角, 若年発症, 2 (JOAG2)
OMIM:608696	緑内障, 原発性開放隅角, 若年発症, 3 (JOAG3)
OMIM:608703	脊髄小脳失調 25 (SCA25)
OMIM:608709	リポジストロフィー, 部分的後天性への感受性
OMIM:608710	Wegener 肉芽腫症
OMIM:608716	小頭症5, 原発性, 常染色体劣性 (MCPH5)
OMIM:608720	ニューロパチー, 遺伝性感覚および自律神経, 成人発症-無嗅覚
OMIM:608728	脊椎骨端骨幹端異形成, matrilin-3 関連
OMIM:608742	高血圧, 本態性への感受性 4
OMIM:608747	インスリン様成長因子 I 欠損症
OMIM:608751	心筋症, 家族性肥大型, 8 (CMH8)
OMIM:608758	心筋症, 家族性肥大型, 10 (CMH10)
OMIM:608762	てんかん, 本態性全身性への感受性 3 (EIG3)
OMIM:608763	Ehlers-Danlos 症候群, Beasley-Cohen 型
OMIM:608765	側弯症, 本態性への感受性3
OMIM:608768	脊髄小脳失調 8 (SCA8)
OMIM:608776	先天性グリコシル化異常症 Il 型 (CDG1L)
OMIM:608779	先天性グリコシル化異常症 IIe 型 (CDG2E)
OMIM:608781	Asperger 症候群, 感受性, 3 (ASPG3)
OMIM:608782	ピルビン酸脱水素酵素フォスファターゼ欠損症
OMIM:608787	耳硬化症 5 (OTSC5)
OMIM:608796	もやもや病3
OMIM:608799	先天性グリコシル化異常症 Ie 型 (CDG1E)
OMIM:608800	乳児突然死, 精巣異発生症候群を伴う (SIDDT)
OMIM:608804	白質ジストロフィー, ミエリン形成不全性, 2 (HLD2)
OMIM:608807	筋ジストロフィー, 肢帯型, 常染色体劣性10
OMIM:608808	大血管転位, 右ループ (DTGA)
OMIM:608809	白質脳症-関節炎-腸炎-低ガンマグロブリン血症 (LACH)
OMIM:608810	ミオパチー, 筋原線維性, 2
OMIM:608811	骨幹端モデル不全-脊椎異形成-過成長
OMIM:608812	
OMIM:608814	外側半規管奇形, 家族性-外耳および中耳異常
OMIM:608816	ミオクロニーてんかん, 若年性, 3
OMIM:608831	むずむず脚症候群, 感受性, 2
OMIM:608836	カルニチン・パルミトイルトランスフェラーゼ欠損症, 致死新生児型
OMIM:608837	Carney 複合バリアント
OMIM:608840	筋ジストロフィー-ジストログリカン症 (先天性, 脳および眼奇形) B型, 6
OMIM:608850	
OMIM:608864	口腔顔面裂, 感受性 6 (OFC6)
OMIM:608874	口顔裂 5 (OFC5)
OMIM:608885	ストマチン欠乏性寒冷水赤血球症-神経障害
OMIM:608890	Waardenburg 症候群 2D 型
OMIM:608895	ニューロパチー, 遺伝性 +/- 加齢関連黄斑変性
OMIM:608898	血球貪食性リンパ組織球症, 家族性, 3 (HPLH3)
OMIM:608901	
OMIM:608902	
OMIM:608903	注意欠陥-多動性疾患, 感受性, 1 (ADHD1)
OMIM:608904	注意欠陥-多動性疾患, 感受性, 2 (ADHD2)
OMIM:608905	注意欠陥-多動性疾患, 感受性, 3 (ADHD3)
OMIM:608906	注意欠陥-多動性疾患, 感受性, 4 (ADHD4)
OMIM:608907	Alzheimer 病 9, 感受性
OMIM:608908	近視6 (MYP6)
OMIM:608911	後鼻孔閉鎖 (PCA)
OMIM:608930	筋無力症候群, 先天性, 1B, fast -channel 型
OMIM:608931	筋無力症候群, 先天性, 4C, アセチルコリン受容体欠損と伴う
OMIM:608932	円錐角膜2
OMIM:608935	
OMIM:608940	脊椎骨幹端異形成-錐体桿体ジストロフィー
OMIM:608957	CD8欠損症, 家族性
OMIM:608970	黄斑ジストロフィー, パターン型)
OMIM:608971	重症複合免疫不全, 常染色体劣性, T細胞陰性, B細胞陽性, NK細胞陽性
OMIM:608978	Meacham 症候群
OMIM:608980	二分鼻-腎無発生-肛門直腸奇形
OMIM:608984	運動失調, 知覚性, 1, 常染色体優性
OMIM:608988	心房細動, 家族性, 2
OMIM:608995	失読症への感受性8
OMIM:608996	早期卵巣機能不全 3 (POF3)
OMIM:609006	難聴, 常染色体劣性36 +/- 前庭異常
OMIM:609008	Marfan 体型-内臓逆位
OMIM:609015	ミトコンドリア三頭酵素欠損症
OMIM:609016	Long-chain hydroxyacyl-CoA dehydrogenase 欠乏症
OMIM:609021	末梢性錐体ジストロフィー
OMIM:609026	白内障28
OMIM:609029	Emanuel 症候群
OMIM:609033	後柱運動失調-色素性網膜炎 (PCARP)
OMIM:609037	精神遅滞-視神経萎縮-顔貌以上-小頭-低身長
OMIM:609039	
OMIM:609040	催不整脈性右室異形成, 家族性 9 (ARVD9)
OMIM:609041	
OMIM:609047	骨格異形成, 四肢近位短縮性-色素性網膜炎
OMIM:609048	
OMIM:609049	Pierson 症候群
OMIM:609052	脊椎骨幹端異形成 A4 型
OMIM:609053	Fanconi 貧血, 相補群 I
OMIM:609054	Fanconi 貧血, 相補群 J
OMIM:609055	セロイドリポフスチン症, 神経性9
OMIM:609056	ごま塩発達退行症候群
OMIM:609057	腎症-前脛骨表皮水疱症-難聴
OMIM:609060	混合性酸化的リン酸化欠乏症1
OMIM:609069	膵および小脳無発生
OMIM:609115	筋ジストロフィー, 肢帯型, 常染色体優性3
OMIM:609122	動脈瘤, 頭蓋内イチゴ状3
OMIM:609128	関節拘縮症, 遠位, 4型 (DA4)
OMIM:609129	聴覚ニューロパチー, 常染色体優性, 1 (AUNA1)
OMIM:609135	再生不良性貧血
OMIM:609136	末梢脱髄性ニューロパチー, 中枢神経脱髄性ニューロパチー, Waardenburg 症候群および Hirschsprung 病 (PCWH)
OMIM:609140	角膜ジストロフィー, 後部多形態, 2 (PPCD2)
OMIM:609141	角膜ジストロフィー, 後部多形態, 3 (PPCD3)
OMIM:609143	
OMIM:609148	
OMIM:609152	甲状腺機能亢進症, 非自己免疫
OMIM:609153	偽性高カリウム血症, 家族性, 2, 赤血球もれによる
OMIM:609161	線状核変性, 常染色体優性1
OMIM:609162	チェコ異形成
OMIM:609164	臍, 家族性扁平
OMIM:609165	魚鱗癬-紙吹雪
OMIM:609166	鰓原性難聴症候群
OMIM:609179	
OMIM:609180	先天性グリコシル化異常症 If 型 (CDG1F)
OMIM:609192	Loeys-Dietz 症候群 1
OMIM:609195	痙性対麻痺26, 常染色体劣性
OMIM:609197	グルココルチコイド欠損症3
OMIM:609200	ミオパチー, 筋原線維性, 3
OMIM:609218	中心窩低形成2
OMIM:609220	Bruck 症候群 2
OMIM:609222	Dandy-Walker 奇形-後頭部脳瘤, 常染色体優性 (ADDWOC)
OMIM:609223	脊椎骨端異形成, 遅発性, 常染色体劣性, Leroy-Spranger 型
OMIM:609227	Griscelli 症候群, 3型 (GS3)
OMIM:609241	Schindler 病 I 型
OMIM:609242	神崎病
OMIM:609250	
OMIM:609253	熱性けいれん, 家族性, 6
OMIM:609254	Senior-Loken 症候群 5 (SLSN5)
OMIM:609255	熱性けいれん, 家族性, 5
OMIM:609256	近視7
OMIM:609257	近視8
OMIM:609258	近視9
OMIM:609259	近視 10
OMIM:609260	Charcot-Marie-Tooth 病, 軸索型, 常染色体優性 2A2A型
OMIM:609261	
OMIM:609265	Li-Fraumeni 症候群 2 (LFS2)
OMIM:609266	
OMIM:609270	脊髄小脳失調, 常染色体劣性, 小児期発症
OMIM:609271	円錐角膜4
OMIM:609273	ネマリンミオパチー6
OMIM:609283	進行性外眼筋麻痺-ミトコンドリアDNA欠失, 常染色体優性, 2
OMIM:609284	ネマリンミオパチー1 (NEM1)
OMIM:609285	ネマリンミオパチー4
OMIM:609286	進行性外眼筋麻痺-ミトコンドリアDNA欠失, 常染色体優性, 3
OMIM:609289	失神, 家族性血管迷走神経性
OMIM:609296	B細胞免疫不全-遠位四肢奇形-泌尿生殖器奇形
OMIM:609299	
OMIM:609304	てんかん性脳症, 早期乳児性, 3
OMIM:609306	脊髄小脳失調 26 (SCA26)
OMIM:609307	脊髄小脳失調症27
OMIM:609308	筋ジストロフィー-ジストログリカン症 (肢帯), C型, 1
OMIM:609310	
OMIM:609311	
OMIM:609313	精神遅滞-腸症-難聴-末梢ニューロパチー-魚鱗癬-角皮症)
OMIM:609322	
OMIM:609324	骨端異形成, 多発性-重度の近位大腿骨異形成
OMIM:609325	骨端異形成, 多発性-ミニ骨端
OMIM:609334	
OMIM:609340	痙性対麻痺28, 常染色体劣性
OMIM:609345	脳腎指症候群-四肢奇形-三角寛骨臼
OMIM:609352	単純型表皮水疱症-移動性輪状紅斑
OMIM:609363	
OMIM:609376	白内障35
OMIM:609378	自閉症への感受性 6
OMIM:609384	外眼筋線維症, 先天性, 3C (CFEOM3C)
OMIM:609400	
OMIM:609402	
OMIM:609403	
OMIM:609404	
OMIM:609408	全前脳症8
OMIM:609425	3q29 欠失症候群
OMIM:609428	Tukel 症候群
OMIM:609432	合指症, 軸中骨癒合性-指骨減少
OMIM:609438	精神遅滞-円錐角膜-熱性けいれん-洞心房ブロック
OMIM:609439	難聴, 常染色体劣性48 (DFNB48)
OMIM:609441	先端中部短縮性軟骨異形成, Demirhan 型
OMIM:609442	胎児性バルプロ酸効果
OMIM:609446	全身性てんかん-発作性ジスキネジア
OMIM:609452	ミオパチー, 筋原線維性, 4
OMIM:609454	
OMIM:609456	
OMIM:609460	Goldberg-Shprintzen 症候群 (GOSHS)
OMIM:609464	
OMIM:609465	Al-Gazali 症候群
OMIM:609466	口蓋裂-顔面中部低形成-三角顔貌-感音性難聴
OMIM:609469	腎症, 進行性-難聴
OMIM:609470	左室緻密化障害2
OMIM:609500	
OMIM:609508	Stickler 症候群, I 型, 非症候群性眼性
OMIM:609515	虹彩隅角異発生-骨格異常
OMIM:609524	ミオパチー, 筋線維, 5 (MFM5)
OMIM:609528	大脳異発生-ニューロパチー-魚鱗癬-掌蹠角皮症候群
OMIM:609529	免疫グロブリンA欠損症 2 (IGAD2)
OMIM:609532	
OMIM:609533	難聴, 常染色体劣性23
OMIM:609535	
OMIM:609536	補体成分5欠乏症
OMIM:609537	
OMIM:609541	痙性対麻痺-網膜萎縮-ニューロパチー
OMIM:609545	臍帯ヘルニア-横隔膜ヘルニア-橈側欠損
OMIM:609549	小眼球症2
OMIM:609558	
OMIM:609560	ミトコンドリアDNA欠失症候群2 (ミオパチー型)
OMIM:609566	
OMIM:609570	
OMIM:609572	
OMIM:609573	
OMIM:609578	
OMIM:609579	舟状頭-上顎後退-精神遅滞
OMIM:609583	Joubert 症候群 4 (JBTS4)
OMIM:609597	頭頂孔 2
OMIM:609612	外眼筋線維症, 先天的-相乗的開散
OMIM:609616	脊椎巨大骨端性異形成-上肢中部短縮-点状石灰化-難聴
OMIM:609620	QT延長症候群1
OMIM:609621	QT間隔短縮症候群2
OMIM:609622	QT短縮症候群3
OMIM:609625	10q26欠失症候群
OMIM:609628	Majeed 症候群
OMIM:609629	内臓ニューロパチー, 家族性, 常染色体優性
OMIM:609630	
OMIM:609633	主情動障害3
OMIM:609634	偏頭痛, 家族性片麻痺性, 3
OMIM:609636	Alzheimer 病 10
OMIM:609637	全前脳症5
OMIM:609638	表皮水疱症, 致死性棘融解性
OMIM:609640	Frias 症候群
OMIM:609643	MCA/MR 症候群-家族性優性低βリポ蛋白血症に関係する低コレステロール血症
OMIM:609646	難聴, 常染色体劣性42
OMIM:609647	難聴, 常染色体劣性46
OMIM:609649	外毛根鞘嚢腫 1 (TRICY1)
OMIM:609654	低身長-顔耳胸奇形
OMIM:609655	距骨-膝蓋骨-舟状骨融解-滑膜炎-第4中手骨短縮
OMIM:609670	
OMIM:609698	
OMIM:609706	難聴, 常染色体劣性53
OMIM:609727	痙性対麻痺29, 常染色体優性
OMIM:609734	肥満, 早期発症-副腎不全-赤毛
OMIM:609741	白内障22, 多型
OMIM:609745	
OMIM:609750	
OMIM:609753	
OMIM:609754	
OMIM:609755	
OMIM:609757	Williams-Beuren 領域重複症候群
OMIM:609782	大動脈瘤, 家族性腹部, 2
OMIM:609790	Alzheimer 病 11
OMIM:609796	皮膚剥脱症候群2
OMIM:609800	全身性けいれん-熱性けいれんプラス4型
OMIM:609808	過誤腫, 傍踵骨性先天性線維脂肪腫性
OMIM:609812	成人型糖尿病, 若年発症, VIII型-外分泌機能障害
OMIM:609813	脊椎肋骨異骨症, 常染色体劣性, 3 (SCDO3)
OMIM:609814	補体H因子欠乏症
OMIM:609815	合趾症1
OMIM:609817	
OMIM:609820	赤血球増多症, 家族性 , 3
OMIM:609821	出血性疾患, 血小板性, 8
OMIM:609823	難聴, 常染色体劣性28
OMIM:609886	糸球体嚢胞腎-高尿酸血症-等張尿
OMIM:609887	緑内障1, 開放隅角, G
OMIM:609888	
OMIM:609889	
OMIM:609893	
OMIM:609903	
OMIM:609909	心筋症, 拡張型, 1P
OMIM:609913	色素性網膜炎32
OMIM:609915	心筋症, 拡張型, 1Q
OMIM:609918	
OMIM:609919	
OMIM:609923	色素性網膜炎31
OMIM:609924	Aminoacylase 1 欠乏症
OMIM:609939	
OMIM:609941	難聴, 常染色体劣性51
OMIM:609942	Noonan 症候群 3
OMIM:609943	多毛-過角化-精神遅滞-特異顔貌
OMIM:609944	外胚葉形成不全-感音性難聴-特異顔貌
OMIM:609945	短指趾骨粗鬆症-多指-脛骨欠損/低形成
OMIM:609946	難聴, 常染色体劣性47
OMIM:609952	難聴, 常染色体劣性55
OMIM:609954	Asperger 症候群への感受性4
OMIM:609955	線維腫症, 歯肉, 3
OMIM:609958	
OMIM:609965	難聴, 常染色体優性53
OMIM:609968	高インスリン血症性低血糖, 家族性, 5
OMIM:609975	高インスリン血症性低血糖, 家族性, 4
OMIM:609981	免疫不全54
OMIM:609985	パニック障害3
OMIM:609989	骨幹端軟骨異形成-円錐骨端-正常毛髪-正常な手
OMIM:609990	
OMIM:609993	骨硬化症-魚鱗癬-早期卵巣不全
OMIM:609994	近視 11, 常染色体優性
OMIM:609995	近視12, 常染色体優性
OMIM:610001	多発性関節拘縮-難聴-そけいヘルニア-早期死亡
OMIM:610003	
OMIM:610006	2-methylbutyryl-CoA dehydrogenase 欠損症
OMIM:610015	グルタミン欠乏症, 先天性
OMIM:610017	多発性骨癒合症2
OMIM:610019	白内障18
OMIM:610021	高インスリン血症性低血糖, 家族性, 7
OMIM:610023	短指-コロボーマ-前眼部異発生
OMIM:610024	網膜錐体ジストロフィー 3A
OMIM:610031	大脳皮質異形成, 複雑+/-脳奇形7
OMIM:610042	Pitt-Hopkins-様症候群1
OMIM:610048	角膜ジストロフィー, 先天性実質性
OMIM:610064	
OMIM:610065	
OMIM:610066	
OMIM:610069	ポリープ症候群,  遺伝性混合性, 2
OMIM:610071	
OMIM:610090	
OMIM:610092	小眼球, 単独-コロボーマ3
OMIM:610093	小眼球, 単独, 2 (MCOP2)
OMIM:610099	ミオパチー, 遠位3
OMIM:610100	巨大軸索姓ニューロパチー2, 常染色体優性
OMIM:610102	
OMIM:610125	小眼球症, 症候性 5
